SEX,AGE,YEAR,CREDITS,MAJOR,STUDENT,TEXTBOOKS,SLEEP,STUDY,WEEKSTUDY,PARENTS,SUPER,BLUEARCH,WRECKINGBALL,TUITION,CROSSING,HEADPHONES,HALLWAY,EYECONTACT,BUS,WALKING,COMMUNICATION
F,21,J,13,2,In,300,7,2,14,M,Y,Y,N,22000,Y,Y,Y,Y,Y,R,D
M,19,S,12,1,O,300,7,5,35,W,N,I,N,10000,Y,S,Y,N,Y,M,W
M,20,J,12,0,In,300,7,4,28,N,N,N,N,18000,Y,Y,Y,N,Y,R,N
M,19,S,12,1,In,300,7,3,21,W,N,I,N,19000,D,Y,N,N,Y,R,W
F,22,G,12,2,O,300,7,3,21,W,Y,Y,Y,10000,Y,Y,N,S,N,R,W
F,19,S,12,3,In,300,7,2.5,17.5,W,Y,Y,Y,13000,Y,Y,N,N,Y,R,W
F,21,S,12,2,In,300,7,2,14,O,N,N,N,11000,Y,Y,N,Y,Y,R,D
M,20,J,12,2,In,300,7,1,7,W,N,N,N,22000,N,Y,N,N,Y,R,W
M,24,S,12,1,In,300,7,1,7,W,Y,Y,N, ,Y,Y,N,N,N,R,W
M,28,S,10,0,In,300,7,5,35,O,Y,N,N, ,Y,S,Y,N,Y,R,D
F,23,S,9,1,I,300,7,2,14,O,N,Y,N,6000,D,S,Y,S,Y,I,D
M,19,S,15,0,In,290,7,6,42,W,Y,Y,N,10000,Y,S,N,N,Y,R,W
M,21,S,15,1,O,290,7,1,7,M,N,I,N,21000,D,Y,Y,O,Y,M,D
F,19,S,14,0,I,290,7,10,70,M,.,.,., ,.,.,.,.,.,.,D
F,19,So,15,1,In,280,7,4,28,O,Y,Y,N,9500,Y,S,N,S,Y,R,D
M,20,So,15,0,In,280,7,2,14,Mo,N,N,Y,5500,Y,N,N,S,Y,R,Mo
M,19,So,14,0,In,280,7,4,28,W,Y,Y,N,9000,D,Y,N,N,N,R,W
F,19,S,14,0,In,280,7,3,21,M,N,Y,N,24000,D,N,Y,S,Y,R,D
F,22,S,13,0,In,280,7,3,21,M,N,Y,N, ,N,Y,N,N,Y,R,D
M,20,J,12,2,In,280,7,0,0,W,Y,N,N,8000,N,Y,Y,N,Y,L,W
F,18,F,15,1,O,278,7,1,7,.,N,N,N,12765,Y,Y,N,S,Y,R,.
M,19,S,17,0,O,275,7,3,21,O,N,N,N,14000,N,Y,Y,S,Y,R,D
F,18,F,16,1,In,275,7,2,14,W,Y,Y,N, ,Y,S,Y,S,Y,R,W
F,20,J,15,1,In,275,7,4,28,W,N,I,N,8317,Y,N,N,N,Y,R,W
F,19,S,14,2,In,275,7,2,14,O,N,Y,N,10000,N,Y,N,Y,Y,R,D
M,19,S,13,0,In,275,7,2,14,W,N,N,N,12500,Y,N,N,Y,Y,R,W
F,19,F,15,0,O,270,7,5,35,O,Y,Y,N,5500,D,S,N,Y,N,R,D
F,21,J,14,0,O,270,7,2,14,W,N,N,W,10000,Y,N,N,N,N,I,W
M,19,F,15,0,In,263,7,3,21,O,Y,Y,N,5200,Y,N,Y,N,N,M,D
F,18,F,13,1,In,260.25,7,4,28,W,N,Y,N,10000,D,S,Y,S,Y,I,W
F,19,S,16,0,In,260,7,4,28,M,N,Y,N,10000,Y,Y,N,S,Y,R,D
F,21,J,16,3,In,260,7,4,28,M,Y,Y,W,9000,Y,Y,N,Y,Y,M,D
M,18,F,15,0,In,260,7,3,21,M,Y,N,N,20000,Y,Y,N,S,Y,R,D
M,28,G,12,0,I,260,7,5,35,M,N,N,N, ,N,N,Y,N,N,R,D
F,19,J,17,1,In,250,7,5,35,M,Y,Y,N,10000,Y,S,Y,O,Y,I,D
F,20,S,17,0,In,250,7,5,35,O,N,N,N,20000,N,Y,N,S,Y,I,D
F,20,J,17,1,In,250,7,3,21,M,N,N,W,15000,Y,S,Y,S,Y,R,D
F,18,F,16,0,In,250,7,10,70,W,Y,Y,N,8000,Y,N,N,S,N,R,W
F,19,So,16,0,In,250,7,4,28,W,N,Y,N,6000,N,N,N,N,N,R,W
F,19,S,16,0,In,250,7,4,28,W,N,Y,N,6000,N,N,N,N,N,R,W
F,20,J,16,0,In,250,7,4,28,W,Y,Y,N, ,D,N,Y,N,Y,R,W
M,19,F,16,0,In,250,7,3,21,M,N,N,N,6000,N,N,Y,S,N,R,D
F,20,So,16,2,In,250,7,3,21,W,N,Y,N,6000,Y,N,N,Y,Y,R,W
M,22,J,16,3,In,250,7,1,7,W,N,N,Y,6500,Y,S,Y,N,N,M,W
M,19,F,15,0,I,250,7,6,42,W,N,N,N,8000,D,S,N,N,Y,R,W
F,19,S,15,0,In,250,7,5,35,W,Y,Y,N,22000,N,S,N,S,Y,R,W
F,18,F,15,0,In,250,7,4,28,W,Y,Y,N,10000,Y,N,N,N,Y,M,W
F,19,J,15,2,In,250,7,4,28,O,Y,Y,N,2650,Y,N,N,S,Y,R,D
F,19,J,15,2,In,250,7,4,28,O,Y,Y,N,2650,Y,N,N,S,Y,R,D
F,20,S,15,1,In,250,7,4,28,M,Y,Y,N,13500,D,Y,Y,S,N,R,D
F,21,S,15,0,In,250,7,4,28,O,N,N,N,10000,D,Y,Y,S,Y,R,D
F,20,J,15,1,In,250,7,3,21,Mo,N,Y,N,6750,Y,Y,N,S,N,I,Mo
F,22,S,15,1,In,250,7,3,21,O,Y,Y,Y,1000,Y,Y,Y,N,Y,R,D
F,18,F,15,0,In,250,7,2,14,W,N,N,N,15000,Y,N,N,Y,N,R,W
F,20,J,15,0,In,250,7,2,14,M,N,N,N,24000,Y,N,Y,N,Y,I,D
F,21,S,15,1,In,250,7,2,14,M,Y,Y,N,25000,N,N,N,S,Y,R,D
F,19,F,15,1,In,250,7,1,7,M,Y,Y,N,4500,Y,Y,N,S,N,R,D
F,20,So,15,2,In,250,7,1,7,O,N,N,Y,5000,Y,Y,N,N,Y,R,D
M,20,So,15,0,In,250,7,1,7,M,Y,N,N,6900,N,S,N,N,N,R,D
M,21,S,15,1,In,250,7,1,7,W,Y,Y,N, ,Y,Y,N,N,Y,R,W
F,19,S,14,0,In,250,7,8,56,O,Y,Y,N,11000,Y,S,Y,N,Y,R,D
F,19,S,14,0,In,250,7,5,35,W,Y,N,N,10000,N,N,N,Y,Y,R,W
F,19,S,14,0,In,250,7,5,35,O,Y,Y,N,20000,Y,S,N,Y,Y,R,D
M,18,F,14,0,In,250,7,4,28,W,N,I,Y, ,Y,S,Y,N,N,R,W
F,20,J,14,0,In,250,7,4,28,O,N,Y,N, ,Y,Y,N,S,N,R,D
F,21,J,14,2,I,250,7,4,28,W,N,N,N,10000,Y,N,N,S,Y,R,W
F,19,S,14,1,In,250,7,3.5,24.5,O,N,Y,N,10000,D,S,N,S,Y,R,D
M,23,S,14,0,O,250,7,3,21,W,Y,Y,N,10000,Y,Y,N,N,N,R,W
M,20,So,14,0,O,250,7,2,14,W,N,N,N,1500,Y,Y,N,S,N,.,W
F,22,J,14,2,In,250,7,1.5,10.5,O,N,N,N,7000,D,Y,Y,N,Y,R,D
F,19,So,13,1,In,250,7,5,35,M,N,N,N,8000,Y,S,N,S,Y,L,D
F,21,S,13,0,In,250,7,3,21,W,N,Y,N,6550,Y,N,N,N,Y,R,W
M,21,S,13,0,In,250,7,3,21,O,N,N,N, ,Y,Y,N,Y,Y,R,D
F,18,S,13,1,In,250,7,2.5,17.5,M,Y,Y,N,19000,Y,N,N,S,Y,R,D
F,20,J,13,3,In,250,7,2,14,O,N,N,N,15000,D,S,N,S,Y,R,D
F,19,So,13,1,In,250,7,0,0,W,Y,N,N,6000,N,Y,N,S,N,R,W
F,21,S,12,1,In,250,7,3,21,O,N,Y,N,10000,Y,N,N,S,Y,R,D
F,22,S,12,1,In,250,7,3,21,O,N,N,N,14000,N,Y,N,S,.,R,D
F,18,S,12,0,In,250,7,2,14,W,Y,Y,N,12000,Y,S,Y,S,Y,R,W
F,20,J,12,1,In,250,7,2,14,W,N,N,Y,14000,Y,S,N,S,Y,R,W
F,20,J,12,1,In,250,7,2,14,W,N,N,N,20000,Y,S,N,Y,Y,R,W
F,21,S,12,1,In,250,7,2,14,M,Y,N,N,6000,D,S,N,O,Y,R,D
F,21,S,12,1,In,250,7,1,7,W,N,N,N,12000,Y,S,N,Y,Y,R,W
M,19,F,14,1,In,242,7,4,28,W,N,N,N,23200,D,N,N,Y,N,R,W
F,20,J,14,2,O,240,7,3,21,W,N,N,Y,29000,D,S,N,S,Y,R,W
M,22,J,17,2,In,235,7,2,14,O,N,I,Y,15000,Y,N,Y,Y,N,R,D
M,21,J,16,0,In,230,7,3,21,W,Y,N,N,8000,Y,N,Y,N,Y,R,W
F,19,S,15,0,In,229.7,7,3,21,M,Y,Y,N,22000,Y,S,Y,Y,N,R,D
F,18,F,13,0,In,226,7,4,28,M,N,N,N,9000,Y,N,N,S,N,R,D
M,19,S,16,0,In,220,7,2.5,17.5,W,Y,Y,N,10000,Y,Y,N,N,Y,R,W
F,21,S,15,1,In,220,7,4,28,O,Y,Y,Y,6000,Y,S,N,N,Y,R,D
F,20,J,15,0,In,220,7,2,14,O,Y,Y,N,14400,Y,Y,Y,S,Y,R,D
F,20,J,14,1,In,220,7,2,14,Mo,Y,Y,Y,7000,Y,Y,Y,N,Y,R,Mo
F,21,S,15,3,In,217,7,3,21,O,N,Y,Y,15000,Y,N,Y,S,N,R,D
M,18,F,15,0,In,215,7,1,7,W,N,Y,N, ,Y,Y,N,O,N,R,W
F,22,S,14,0,In,213,7,4,28,M,N,N,N,30000,Y,Y,N,Y,N,R,D
M,34,S,14,1,In,210,7,3,21,W,N,N,N,6000,Y,N,N,S,N,R,W
F,19,So,15,1,In,205,7,4,28,M,N,Y,N,5600,D,S,Y,S,Y,R,D
F,24,S,7,0,In,205,7,7,49,W,N,N,N, ,Y,Y,N,S,Y,R,W
M,21,S,18,1,In,200,7,0,0,M,N,N,Y,6000,Y,Y,Y,S,N,R,D
M,20,J,17,1,In,200,7,4,28,W,Y,Y,N,6000,Y,S,N,N,Y,R,W
M,19,F,17,0,In,200,7,2,14,M,N,N,N,9000,Y,N,N,Y,N,R,D
M,18,F,16,0,In,200,7,10,70,O,N,N,N, ,D,N,Y,N,N,R,D
F,19,S,16,0,O,200,7,6,42,O,Y,Y,N,16000,Y,S,N,N,Y,R,D
F,19,S,16,1,I,200,7,5,35,M,Y,Y,N, ,Y,N,Y,N,Y,R,D
F,19,S,16,3,O,200,7,3.5,24.5,M,Y,Y,N,15100,N,Y,Y,N,Y,R,D
M,20,So,16,1,In,200,7,3,21,W,N,N,N,10000,Y,N,N,Y,Y,R,W
M,21,J,16,1,O,200,7,3,21,W,N,N,N,6000,D,S,Y,N,N,I,W
F,19,So,16,2,In,200,7,2,14,M,N,N,N,8000,D,Y,N,S,N,I,D
F,19,So,16,0,In,200,7,2,14,W,N,Y,N,8000,Y,Y,N,N,N,L,W
F,19,So,16,0,In,200,7,2,14,W,N,N,N,11200,Y,Y,N,S,Y,R,W
M,20,S,16,3,In,200,7,2,14,W,Y,N,N,5500,Y,N,N,S,Y,R,W
F,20,J,16,0,In,200,7,2,14,M,Y,Y,N, ,Y,S,N,S,Y,R,D
F,21,J,16,2,O,200,7,2,14,W,N,N,Y,1000,Y,N,N,S,Y,R,W
M,22,S,16,0,In,200,7,2,14,Mo,N,Y,Y,11000,N,S,Y,N,Y,I,Mo
M,18,F,16,0,In,200,7,1.5,10.5,W,Y,Y,N,7500,Y,Y,N,N,N,R,W
M,18,F,16,0,In,200,7,1.5,10.5,W,Y,Y,N,7500,Y,Y,N,N,N,R,W
M,21,J,16,1,In,200,7,1,7,O,N,Y,N,7000,Y,Y,N,Y,Y,I,D
F,18,F,15,9,In,200,7,5,35,W,Y,Y,N,4000,Y,S,N,N,Y,R,W
M,19,S,15,3,In,200,7,5,35,W,N,Y,N,21000,Y,Y,N,Y,Y,I,W
F,19,S,15,0,In,200,7,5,35,O,N,N,N,15000,Y,S,N,Y,N,R,D
F,18,F,15,0,O,200,7,4,28,W,Y,I,N,20000,D,Y,Y,N,Y,R,W
F,18,F,15,0,O,200,7,4,28,O,Y,Y,W,25000,D,S,N,S,Y,R,D
F,19,So,15,1,In,200,7,4,28,W,Y,Y,N,8000,D,Y,N,N,Y,R,W
M,21,S,15,2,O,200,7,4,28,W,N,N,N,15000,Y,S,Y,N,N,R,W
M,22,S,15,1,In,200,7,4,28,W,Y,Y,Y,11000,N,Y,N,N,Y,R,W
F,18,F,15,9,In,200,7,3,21,W,Y,Y,N,3500,Y,S,N,N,Y,R,W
M,18,F,15,0,In,200,7,3,21,M,Y,Y,N,5000,N,Y,N,S,Y,R,D
F,19,J,15,0,In,200,7,3,21,W,N,N,N,11700,Y,Y,Y,S,Y,L,W
M,19,So,15,1,In,200,7,3,21,Mo,Y,Y,Y,15000,Y,Y,N,Y,Y,L,Mo
F,19,So,15,0,In,200,7,3,21,W,N,Y,N,4900,Y,Y,Y,S,Y,R,W
F,20,So,15,0,In,200,7,3,21,W,N,N,N,8000,Y,N,N,N,N,L,W
F,20,J,15,0,In,200,7,3,21,W,Y,Y,N,15000,Y,N,Y,O,Y,R,W
F,20,J,15,0,I,200,7,3,21,O,N,Y,N, ,D,N,N,S,Y,R,D
M,20,So,15,1,In,200,7,3,21,M,N,N,N,7000,Y,N,N,Y,N,R,D
M,21,J,15,1,In,200,7,3,21,W,N,N,N,9000,N,Y,Y,S,Y,I,W
M,18,F,15,1,In,200,7,2,14,W,Y,N,N,9000,N,N,N,N,N,R,W
F,20,J,15,0,.,200,7,2,14,W,Y,Y,N,22000,N,N,N,N,Y,R,W
F,20,So,15,0,In,200,7,2,14,W,N,Y,N,7000,Y,S,N,S,Y,R,W
F,20,J,15,0,In,200,7,2,14,Mo,N,Y,N,5000,Y,Y,N,Y,N,R,Mo
M,21,J,15,2,O,200,7,2,14,O,Y,Y,N,12000,Y,S,N,Y,Y,R,D
M,22,S,15,0,In,200,7,2,14,Mo,N,N,N,6750,D,Y,N,S,N,I,Mo
F,19,J,15,0,In,200,7,1,7,O,N,N,N,13000,N,Y,N,N,N,I,D
F,18,S,14,0,.,200,7,5,35,O,Y,Y,N,22000,N,S,N,N,Y,.,D
M,21,S,14,0,In,200,7,5,35,W,N,Y,N, ,Y,S,N,S,N,R,W
F,19,S,14,0,In,200,7,4,28,W,Y,Y,N,20000,Y,Y,N,Y,Y,R,W
M,18,F,14,0,In,200,7,3,21,W,N,N,Y,4000,N,Y,N,N,N,I,W
F,20,J,14,2,In,200,7,3,21,W,Y,Y,N,20000,Y,S,N,Y,Y,R,W
F,18,F,14,1,In,200,7,2,14,W,Y,Y,N,0,Y,N,Y,S,Y,R,W
M,19,S,14,0,In,200,7,2,14,W,N,N,N,19000,Y,Y,N,S,Y,L,W
F,19,F,14,9,In,200,7,2,14,W,Y,Y,N,3700,D,S,N,S,Y,M,W
M,19,F,14,0,In,200,7,2,14,M,Y,Y,N,5000,D,S,N,S,Y,R,D
F,19,F,14,0,In,200,7,2,14,W,Y,Y,N,5000,Y,N,N,S,N,R,W
F,19,F,14,0,In,200,7,2,14,W,Y,Y,N,5000,Y,N,Y,S,N,R,W
M,19,F,14,0,In,200,7,1.5,10.5,M,N,N,N,12000,N,S,N,O,N,R,D
M,18,F,14,1,In,200,7,1,7,M,N,N,N,15000,N,S,Y,N,Y,R,D
F,20,J,14,0,In,200,7,1,7,W,N,I,W,5000,Y,S,Y,S,N,R,W
M,21,S,14,1,In,200,7,1,7,W,Y,Y,Y,15000,Y,Y,N,N,Y,I,W
F,19,S,14,0,I,200,7,0,0,W,Y,Y,N, ,Y,Y,N,N,Y,R,W
F,19,S,13,0,In,200,7,8,56,O,N,Y,N,22000,Y,Y,N,S,Y,R,D
F,20,So,13,3,In,200,7,5,35,W,N,N,N,5500,D,N,N,Y,Y,R,W
M,20,So,13,1,In,200,7,2,14,N,Y,Y,N,8000,Y,Y,N,S,N,R,N
M,21,S,13,0,In,200,7,2,14,M,N,N,N, ,D,S,N,S,Y,R,D
M,21,S,13,2,In,200,7,1,7,W,Y,Y,N,9000,N,N,Y,N,N,L,W
F,20,So,12,0,In,200,7,8,56,W,Y,Y,N,6500,Y,Y,Y,N,N,R,W
M,21,J,12,2,I,200,7,4,28,W,Y,Y,N,4400,Y,S,Y,N,Y,I,W
F,20,J,12,0,In,200,7,3,21,M,Y,Y,N,7000,N,N,Y,Y,Y,I,D
F,20,J,12,1,In,200,7,3,21,W,Y,Y,N,19000,Y,S,Y,N,Y,M,W
M,20,J,12,1,In,200,7,3,21,W,Y,I,N,5500,N,N,N,N,N,R,W
F,20,So,12,0,In,200,7,3,21,W,N,N,N,6000,Y,N,N,O,N,R,W
F,22,S,12,2,O,200,7,3,21,W,Y,Y,N,25000,N,S,N,S,Y,R,W
F,22,S,12,1,In,200,7,3,21,M,N,I,N,9000,N,Y,Y,Y,Y,R,D
M,18,F,12,0,In,200,7,2,14,W,N,N,N,15000,Y,S,N,Y,Y,R,W
M,20,J,12,0,In,200,7,1,7,W,Y,Y,N,5000,Y,N,N,S,N,R,W
F,22,G,9,0,O,200,7,2,14,W,N,Y,N, ,Y,Y,Y,S,Y,R,W
F,21,J,6,2,In,200,7,1.5,10.5,W,Y,Y,N,6000,Y,S,Y,N,Y,R,W
F,18,F,13,0,O,190,7,2,14,W,N,N,N,8500,Y,N,N,N,N,I,W
F,21,S,12,3,In,190,7,1,7,M,Y,Y,Y,12000,D,N,N,O,Y,R,D
F,19,S,14,0,O,186,7,3,21,O,Y,Y,N,22000,D,Y,Y,N,Y,R,D
F,22,S,15,2,In,180,7,7,49,W,Y,Y,N,20000,Y,S,N,S,Y,R,W
F,20,J,15,0,In,180,7,4,28,O,N,N,N,12000,D,S,N,N,Y,R,D
F,22,S,15,0,In,180,7,3,21,W,N,N,N,12000,D,S,N,Y,N,R,W
M,22,S,12,1,In,180,7,2,14,M,Y,N,N,11000,Y,S,N,N,N,R,D
M,24,S,8,1,In,180,7,1.5,10.5,O,N,N,N,6000,N,Y,Y,N,N,R,D
F,20,J,15,1,In,175,7,4,28,W,Y,Y,N,11000,Y,N,N,Y,Y,R,W
F,19,F,15,0,In,175,7,2,14,M,Y,Y,N,5000,N,Y,N,N,Y,M,D
F,20,J,14,1,I,175,7,2,14,M,Y,Y,N,21000,D,N,Y,S,Y,R,D
F,21,S,13,1,In,175,7,6,42,W,Y,Y,N,12000,Y,S,Y,S,N,R,W
M,19,So,15,0,In,171,7,3.5,24.5,W,N,N,N, ,Y,Y,Y,S,Y,R,W
F,18,F,15,2,In,170,7,6,42,Mo,N,N,N,6000,N,N,Y,S,Y,R,Mo
M,19,F,15,0,In,170,7,2,14,W,Y,N,N,10000,Y,Y,N,Y,Y,R,W
F,22,S,15,2,In,170,7,2,14,Mo,N,Y,N,5200,Y,S,N,S,N,R,Mo
F,19,F,14,0,In,170,7,6,42,O,N,Y,N,8500,D,N,Y,Y,N,R,D
F,20,So,12,0,I,170,7,1.5,10.5,M,Y,Y,N,6000,Y,Y,N,N,Y,R,D
F,19,F,13,0,In,165,7,4,28,O,N,Y,N,8000,D,S,N,N,N,R,D
M,18,F,15,0,In,160,7,3,21,W,Y,Y,N, ,Y,Y,Y,S,Y,R,W
M,19,F,15,1,In,160,7,2,14,W,Y,Y,N,5000,D,Y,Y,N,Y,R,W
M,19,S,13,0,In,160,7,1,7,W,N,N,N,10570,Y,N,Y,S,Y,R,W
F,21,J,12,2,O,160,7,2,14,Mo,Y,N,Y,15000,D,N,N,S,N,I,Mo
M,20,J,9,1,In,160,7,2,14,M,Y,Y,N,9000,Y,N,N,S,N,R,D
M,25,G,3,1,In,160,7,0,0,W,N,Y,Y, ,Y,N,N,Y,N,R,W
F,19,S,15,1,In,159,7,2,14,W,N,Y,N,9000,N,N,N,Y,Y,R,W
M,20,J,17,2,In,150,7,3,21,W,N,Y,Y,11000,N,Y,N,N,Y,R,W
F,20,J,16,0,In,150,7,6,42,W,N,Y,N,8400,Y,S,N,Y,Y,R,W
F,19,So,16,1,In,150,7,2,14,W,Y,Y,N, ,.,Y,Y,Y,Y,I,W
M,21,S,15,0,In,150,7,10,70,Mo,Y,Y,Y,5000,D,S,N,S,Y,R,Mo
F,21,J,15,0,In,150,7,5,35,M,N,N,N,6750,N,N,Y,N,Y,I,D
F,20,So,15,1,In,150,7,4,28,W,Y,Y,N,5000,Y,S,Y,S,Y,R,W
F,20,J,15,1,In,150,7,4,28,W,Y,Y,N,16000,Y,S,N,Y,N,R,W
M,19,J,15,0,In,150,7,3,21,W,Y,Y,Y,4500,D,Y,Y,S,Y,R,W
F,19,F,15,0,In,150,7,2,14,Mo,Y,N,N,5600,Y,Y,N,S,Y,R,Mo
F,20,So,15,0,In,150,7,2,14,W,Y,Y,N,6000,N,Y,Y,Y,Y,R,W
M,21,S,15,0,In,150,7,2,14,M,Y,Y,Y,20000,Y,Y,N,S,Y,I,D
M,21,J,15,2,In,150,7,2,14,W,Y,Y,N,5800,Y,Y,N,Y,N,R,W
M,20,J,15,0,In,150,7,1.5,10.5,O,Y,N,N,11000,Y,S,N,Y,N,R,D
M,19,F,15,9,In,150,7,1,7,W,Y,Y,N,12000,N,S,N,N,Y,R,W
M,22,S,15,1,In,150,7,1,7,O,Y,N,N,5500,N,Y,N,S,N,M,D
M,20,S,15,2,In,150,7,0,0,W,Y,Y,N,26000,Y,Y,Y,N,Y,I,W
M,18,F,14,1,In,150,7,4,28,O,N,N,N,6000,Y,N,N,N,N,R,D
F,19,S,13,0,O,150,7,4,28,W,N,N,N,11000,Y,Y,Y,N,Y,R,W
F,18,F,13,0,In,150,7,3,21,W,N,Y,N, ,Y,Y,Y,N,Y,R,W
M,20,J,13,1,In,150,7,3,21,O,N,N,N, ,Y,Y,Y,Y,Y,I,D
F,19,S,13,0,In,150,7,2,14,M,N,N,N, ,D,Y,Y,S,Y,M,D
F,21,J,13,1,In,150,7,2,14,M,Y,N,W,6500,D,N,N,S,N,R,D
M,21,J,12,1,In,150,7,10,70,Mo,N,N,N,5000,Y,Y,Y,N,N,R,Mo
F,23,S,12,1,In,150,7,5,35,W,N,N,N, ,Y,Y,N,S,Y,R,W
F,19,S,12,1,In,150,7,4,28,M,Y,Y,N,15000,D,N,N,S,Y,R,D
M,20,J,12,0,In,150,7,2,14,O,N,N,N,6000,N,S,N,S,Y,R,D
M,19,So,12,1,In,150,7,1,7,O,Y,Y,N,5600,N,Y,Y,N,Y,R,D
M,19,So,12,0,In,150,7,1,7,W,N,Y,N,15000,Y,S,N,S,Y,R,W
M,23,S,10,3,In,150,7,6,42,W,N,Y,Y,11500,Y,Y,N,N,N,R,W
M,21,S,16,1,In,141.25,7,3,21,Mo,Y,Y,Y,7200,Y,N,Y,N,Y,R,Mo
M,21,J,12,0,In,140,7,2,14,M,Y,N,N,5000,Y,S,Y,S,N,R,D
F,22,S,16,2,In,135,7,3,21,M,Y,Y,N,15000,D,S,N,N,N,R,D
F,21,S,14,0,In,133,7,5,35,W,N,Y,N,10000,N,S,Y,S,Y,R,W
M,37,S,7,1,In,131,7,3,21,O,N,N,N,8000,Y,N,N,N,N,R,D
M,19,F,15,1,In,130,7,7,49,W,N,I,Y,4000,D,Y,Y,N,Y,M,W
F,19,S,15,1,In,130,7,1,7,W,Y,Y,N,11000,Y,Y,N,S,Y,I,W
M,19,J,14,0,In,130,7,2,14,M,N,N,N,21000,N,S,N,S,N,R,D
F,18,S,11,0,In,130,7,3,21,W,N,I,W,10000,Y,Y,N,S,Y,R,W
M,20,S,15,1,In,126,7,1,7,W,N,N,N,19000,N,N,Y,N,Y,R,W
M,20,J,15,1,In,125,7,1,7,M,N,N,N,11000,Y,S,N,N,Y,R,D
F,19,S,16,0,In,120,7,2,14,W,N,Y,N, ,D,N,N,N,Y,R,W
F,19,S,15,0,In,120,7,6,42,W,N,N,N,21000,D,Y,N,S,Y,R,W
F,23,S,15,3,In,120,7,6,42,W,Y,Y,Y, ,Y,S,N,S,Y,R,W
M,18,F,15,0,In,120,7,2,14,M,Y,Y,N,15000,Y,S,N,S,Y,R,D
M,20,J,13,1,In,120,7,1,7,W,Y,Y,N,20000,N,Y,N,S,Y,R,W
M,18,F,15,0,In,115,7,1.5,10.5,M,Y,Y,N,4750,N,N,N,O,N,I,D
F,19,S,13,2,In,105,7,4,28,M,Y,Y,N,19000,D,S,Y,N,N,R,D
F,19,S,15,2,In,104,7,7,49,M,Y,Y,N, ,N,Y,N,Y,N,R,D
F,18,F,16,0,In,100,7,4,28,W,Y,Y,N,6000,Y,S,N,N,N,R,W
F,18,F,15,9,In,100,7,4,28,W,N,N,N,11500,N,Y,Y,S,N,R,W
F,21,J,15,2,In,100,7,4,28,W,N,N,N,6000,Y,N,N,S,N,R,W
M,18,F,15,0,In,100,7,3,21,O,Y,Y,N,10000,D,S,N,N,N,R,D
F,21,S,15,1,In,100,7,1.5,10.5,W,.,Y,N,12000,Y,Y,Y,S,Y,R,W
M,22,S,15,2,In,100,7,1.5,10.5,W,N,Y,Y,11200,Y,N,.,N,Y,R,W
M,20,J,15,3,In,100,7,1,7,M,N,N,N,12000,Y,Y,N,N,Y,R,D
M,21,J,15,2,In,100,7,1,7,O,N,N,N,6000,Y,Y,N,S,Y,R,D
F,18,F,14,0,In,100,7,3,21,W,N,N,N,15000,D,N,N,N,Y,R,W
M,18,J,14,0,In,100,7,2,14,O,N,Y,N,12500,N,S,N,N,Y,.,D
F,20,So,13,2,In,100,7,5,35,O,Y,Y,N,10000,Y,N,N,N,Y,R,D
M,20,S,13,3,In,100,7,3,21,O,N,Y,N,9000,Y,Y,N,Y,N,R,D
M,21,S,13,0,In,100,7,0,0,W,N,N,Y,6500,N,Y,Y,N,Y,M,W
F,20,J,12,0,In,100,7,3,21,M,Y,Y,N,10000,D,S,N,N,Y,R,D
M,22,S,12,1,In,100,7,3,21,O,N,N,N,6000,Y,N,N,Y,N,R,D
F,20,So,12,0,I,100,7,1,7,W,Y,Y,N,8000,D,Y,N,S,Y,L,W
F,21,S,12,1,In,100,7,1,7,W,N,Y,Y,11000,N,Y,Y,S,Y,R,W
F,21,S,12,3,In,100,7,1,7,M,Y,Y,N,20000,Y,Y,N,S,Y,R,D
M,22,S,12,0,In,100,7,1,7,M,N,Y,Y,13000,Y,Y,N,S,Y,R,D
F,21,F,9,3,In,100,7,2,14,M,N,Y,N,13000,D,Y,Y,N,Y,M,D
M,21,S,13,3,In,94,7,3,21,W,Y,Y,Y, ,Y,Y,N,S,Y,R,W
F,18,F,14,0,O,93,7,4,28,O,Y,Y,N, ,Y,S,N,O,N,I,D
M,21,J,6,3,In,90,7,2,14,O,N,N,Y, ,N,S,.,S,Y,R,D
F,19,J,15,0,In,87,7,3,21,O,Y,Y,N,6072,N,N,Y,S,N,R,D
F,18,F,16,0,In,86,7,8,56,O,N,Y,N,11500,.,.,.,.,.,.,D
M,23,S,10,3,In,85,7,4,28,M,Y,Y,N,7000,Y,Y,N,N,N,R,D
M,21,S,14,2,In,83,7,5,35,M,N,N,N,11000,N,Y,Y,Y,Y,R,D
F,19,F,14,0,O,80,7,3,21,M,Y,I,N,10000,D,N,N,Y,Y,R,D
F,21,J,12,0,I,80,7,2.5,17.5,O,Y,Y,N,8100,D,Y,Y,S,Y,I,D
M,20,So,15,0,In,78,7,3,21,Mo,N,N,N,11368,N,S,Y,N,Y,R,Mo
F,20,So,14,1,In,77,7,3,21,W,N,Y,N,5000,Y,S,N,S,N,R,W
M,22,J,16,0,O,75,7,2,14,M,N,N,W, ,N,S,N,.,N,M,D
F,20,J,15,1,O,75,7,4,28,M,N,Y,N,5322,Y,Y,N,S,Y,R,D
F,19,F,15,0,In,70,7,6,42,Mo,N,Y,N,10000,Y,Y,N,S,Y,R,Mo
